seeker_choice,hider_choice,reward,seeker_value,learning_rate,inverse_temperature,trial,n_trials
0.0,0.0,1.0,0.45,0.23345027030714136,0.6319515040031217,0,100
1.0,0.0,0.0,0.405,0.23345027030714136,0.6319515040031217,1,100
0.0,1.0,0.0,0.4645,0.23345027030714136,0.6319515040031217,2,100
0.0,1.0,0.0,0.51805,0.23345027030714136,0.6319515040031217,3,100
0.0,0.0,1.0,0.466245,0.23345027030714136,0.6319515040031217,4,100
0.0,0.0,1.0,0.4196205,0.23345027030714136,0.6319515040031217,5,100
1.0,1.0,1.0,0.47765845,0.23345027030714136,0.6319515040031217,6,100
0.0,1.0,0.0,0.529892605,0.23345027030714136,0.6319515040031217,7,100
0.0,1.0,0.0,0.5769033445,0.23345027030714136,0.6319515040031217,8,100
1.0,0.0,0.0,0.51921301005,0.23345027030714136,0.6319515040031217,9,100
0.0,1.0,0.0,0.567291709045,0.23345027030714136,0.6319515040031217,10,100
0.0,1.0,0.0,0.6105625381405,0.23345027030714136,0.6319515040031217,11,100
0.0,1.0,0.0,0.64950628432645,0.23345027030714136,0.6319515040031217,12,100
1.0,1.0,1.0,0.684555655893805,0.23345027030714136,0.6319515040031217,13,100
0.0,0.0,1.0,0.6161000903044245,0.23345027030714136,0.6319515040031217,14,100
1.0,1.0,1.0,0.654490081273982,0.23345027030714136,0.6319515040031217,15,100
1.0,1.0,1.0,0.6890410731465838,0.23345027030714136,0.6319515040031217,16,100
1.0,1.0,1.0,0.7201369658319254,0.23345027030714136,0.6319515040031217,17,100
1.0,1.0,1.0,0.7481232692487328,0.23345027030714136,0.6319515040031217,18,100
0.0,1.0,0.0,0.7733109423238596,0.23345027030714136,0.6319515040031217,19,100
1.0,1.0,1.0,0.7959798480914736,0.23345027030714136,0.6319515040031217,20,100
1.0,1.0,1.0,0.8163818632823262,0.23345027030714136,0.6319515040031217,21,100
0.0,0.0,1.0,0.7347436769540936,0.23345027030714136,0.6319515040031217,22,100
1.0,0.0,0.0,0.6612693092586842,0.23345027030714136,0.6319515040031217,23,100
1.0,0.0,0.0,0.5951423783328158,0.23345027030714136,0.6319515040031217,24,100
1.0,1.0,1.0,0.6356281404995342,0.23345027030714136,0.6319515040031217,25,100
1.0,0.0,0.0,0.5720653264495807,0.23345027030714136,0.6319515040031217,26,100
1.0,1.0,1.0,0.6148587938046227,0.23345027030714136,0.6319515040031217,27,100
1.0,1.0,1.0,0.6533729144241605,0.23345027030714136,0.6319515040031217,28,100
0.0,0.0,1.0,0.5880356229817444,0.23345027030714136,0.6319515040031217,29,100
0.0,1.0,0.0,0.62923206068357,0.23345027030714136,0.6319515040031217,30,100
1.0,1.0,1.0,0.6663088546152129,0.23345027030714136,0.6319515040031217,31,100
1.0,1.0,1.0,0.6996779691536916,0.23345027030714136,0.6319515040031217,32,100
1.0,1.0,1.0,0.7297101722383225,0.23345027030714136,0.6319515040031217,33,100
0.0,1.0,0.0,0.7567391550144902,0.23345027030714136,0.6319515040031217,34,100
1.0,1.0,1.0,0.7810652395130412,0.23345027030714136,0.6319515040031217,35,100
1.0,1.0,1.0,0.802958715561737,0.23345027030714136,0.6319515040031217,36,100
1.0,1.0,1.0,0.8226628440055633,0.23345027030714136,0.6319515040031217,37,100
1.0,1.0,1.0,0.840396559605007,0.23345027030714136,0.6319515040031217,38,100
1.0,0.0,0.0,0.7563569036445064,0.23345027030714136,0.6319515040031217,39,100
1.0,0.0,0.0,0.6807212132800557,0.23345027030714136,0.6319515040031217,40,100
1.0,1.0,1.0,0.7126490919520502,0.23345027030714136,0.6319515040031217,41,100
0.0,1.0,0.0,0.7413841827568451,0.23345027030714136,0.6319515040031217,42,100
1.0,1.0,1.0,0.7672457644811607,0.23345027030714136,0.6319515040031217,43,100
0.0,0.0,1.0,0.6905211880330446,0.23345027030714136,0.6319515040031217,44,100
