seeker_choice,hider_choice,reward,seeker_value,learning_rate,inverse_temperature,trial,n_trials
1.0,1.0,1.0,0.55,0.4515557650206028,0.7377784637006122,0,100
1.0,1.0,1.0,0.5950000000000001,0.4515557650206028,0.7377784637006122,1,100
0.0,1.0,0.0,0.6355000000000001,0.4515557650206028,0.7377784637006122,2,100
0.0,1.0,0.0,0.67195,0.4515557650206028,0.7377784637006122,3,100
1.0,0.0,0.0,0.604755,0.4515557650206028,0.7377784637006122,4,100
1.0,0.0,0.0,0.5442795,0.4515557650206028,0.7377784637006122,5,100
0.0,1.0,0.0,0.58985155,0.4515557650206028,0.7377784637006122,6,100
0.0,1.0,0.0,0.630866395,0.4515557650206028,0.7377784637006122,7,100
1.0,0.0,0.0,0.5677797554999999,0.4515557650206028,0.7377784637006122,8,100
1.0,1.0,1.0,0.6110017799499999,0.4515557650206028,0.7377784637006122,9,100
1.0,1.0,1.0,0.6499016019549999,0.4515557650206028,0.7377784637006122,10,100
1.0,1.0,1.0,0.6849114417594999,0.4515557650206028,0.7377784637006122,11,100
1.0,0.0,0.0,0.6164202975835499,0.4515557650206028,0.7377784637006122,12,100
0.0,1.0,0.0,0.6547782678251949,0.4515557650206028,0.7377784637006122,13,100
1.0,1.0,1.0,0.6893004410426754,0.4515557650206028,0.7377784637006122,14,100
0.0,1.0,0.0,0.7203703969384079,0.4515557650206028,0.7377784637006122,15,100
1.0,1.0,1.0,0.7483333572445671,0.4515557650206028,0.7377784637006122,16,100
1.0,0.0,0.0,0.6735000215201103,0.4515557650206028,0.7377784637006122,17,100
1.0,1.0,1.0,0.7061500193680993,0.4515557650206028,0.7377784637006122,18,100
1.0,1.0,1.0,0.7355350174312894,0.4515557650206028,0.7377784637006122,19,100
1.0,1.0,1.0,0.7619815156881604,0.4515557650206028,0.7377784637006122,20,100
0.0,1.0,0.0,0.7857833641193444,0.4515557650206028,0.7377784637006122,21,100
1.0,1.0,1.0,0.8072050277074099,0.4515557650206028,0.7377784637006122,22,100
1.0,1.0,1.0,0.8264845249366689,0.4515557650206028,0.7377784637006122,23,100
1.0,1.0,1.0,0.8438360724430021,0.4515557650206028,0.7377784637006122,24,100
1.0,1.0,1.0,0.8594524651987019,0.4515557650206028,0.7377784637006122,25,100
0.0,1.0,0.0,0.8735072186788317,0.4515557650206028,0.7377784637006122,26,100
1.0,1.0,1.0,0.8861564968109485,0.4515557650206028,0.7377784637006122,27,100
1.0,1.0,1.0,0.8975408471298537,0.4515557650206028,0.7377784637006122,28,100
1.0,0.0,0.0,0.8077867624168683,0.4515557650206028,0.7377784637006122,29,100
0.0,0.0,1.0,0.7270080861751815,0.4515557650206028,0.7377784637006122,30,100
0.0,0.0,1.0,0.6543072775576634,0.4515557650206028,0.7377784637006122,31,100
1.0,1.0,1.0,0.688876549801897,0.4515557650206028,0.7377784637006122,32,100
1.0,1.0,1.0,0.7199888948217074,0.4515557650206028,0.7377784637006122,33,100
1.0,0.0,0.0,0.6479900053395367,0.4515557650206028,0.7377784637006122,34,100
1.0,1.0,1.0,0.683191004805583,0.4515557650206028,0.7377784637006122,35,100
1.0,1.0,1.0,0.7148719043250247,0.4515557650206028,0.7377784637006122,36,100
0.0,1.0,0.0,0.7433847138925223,0.4515557650206028,0.7377784637006122,37,100
0.0,1.0,0.0,0.76904624250327,0.4515557650206028,0.7377784637006122,38,100
1.0,1.0,1.0,0.792141618252943,0.4515557650206028,0.7377784637006122,39,100
1.0,1.0,1.0,0.8129274564276487,0.4515557650206028,0.7377784637006122,40,100
1.0,0.0,0.0,0.7316347107848838,0.4515557650206028,0.7377784637006122,41,100
1.0,1.0,1.0,0.7584712397063955,0.4515557650206028,0.7377784637006122,42,100
0.0,1.0,0.0,0.782624115735756,0.4515557650206028,0.7377784637006122,43,100
0.0,0.0,1.0,0.7043617041621804,0.4515557650206028,0.7377784637006122,44,100
1.0,1.0,1.0,0.7339255337459624,0.4515557650206028,0.7377784637006122,45,100
0.0,1.0,0.0,0.7605329803713661,0.4515557650206028,0.7377784637006122,46,100
0.0,1.0,0.0,0.7844796823342295,0.4515557650206028,0.7377784637006122,47,100
1.0,0.0,0.0,0.7060317141008066,0.4515557650206028,0.7377784637006122,48,100
1.0,1.0,1.0,0.7354285426907259,0.4515557650206028,0.7377784637006122,49,100
