seeker_choice,hider_choice,reward,seeker_value,learning_rate,inverse_temperature,trial,n_trials
1.0,0.0,0.0,0.45,0.20279201622811494,0.38600123692161825,0,100
1.0,0.0,0.0,0.405,0.20279201622811494,0.38600123692161825,1,100
1.0,1.0,1.0,0.4645,0.20279201622811494,0.38600123692161825,2,100
0.0,1.0,0.0,0.51805,0.20279201622811494,0.38600123692161825,3,100
0.0,0.0,1.0,0.466245,0.20279201622811494,0.38600123692161825,4,100
1.0,1.0,1.0,0.5196205,0.20279201622811494,0.38600123692161825,5,100
0.0,0.0,1.0,0.46765845000000006,0.20279201622811494,0.38600123692161825,6,100
1.0,1.0,1.0,0.520892605,0.20279201622811494,0.38600123692161825,7,100
0.0,1.0,0.0,0.5688033445,0.20279201622811494,0.38600123692161825,8,100
1.0,1.0,1.0,0.61192301005,0.20279201622811494,0.38600123692161825,9,100
0.0,0.0,1.0,0.550730709045,0.20279201622811494,0.38600123692161825,10,100
1.0,0.0,0.0,0.4956576381405,0.20279201622811494,0.38600123692161825,11,100
0.0,0.0,1.0,0.44609187432645003,0.20279201622811494,0.38600123692161825,12,100
1.0,1.0,1.0,0.501482686893805,0.20279201622811494,0.38600123692161825,13,100
0.0,1.0,0.0,0.5513344182044245,0.20279201622811494,0.38600123692161825,14,100
1.0,1.0,1.0,0.5962009763839821,0.20279201622811494,0.38600123692161825,15,100
1.0,1.0,1.0,0.6365808787455839,0.20279201622811494,0.38600123692161825,16,100
1.0,1.0,1.0,0.6729227908710255,0.20279201622811494,0.38600123692161825,17,100
1.0,1.0,1.0,0.7056305117839229,0.20279201622811494,0.38600123692161825,18,100
0.0,1.0,0.0,0.7350674606055306,0.20279201622811494,0.38600123692161825,19,100
0.0,1.0,0.0,0.7615607145449775,0.20279201622811494,0.38600123692161825,20,100
1.0,0.0,0.0,0.6854046430904798,0.20279201622811494,0.38600123692161825,21,100
0.0,1.0,0.0,0.7168641787814318,0.20279201622811494,0.38600123692161825,22,100
1.0,1.0,1.0,0.7451777609032887,0.20279201622811494,0.38600123692161825,23,100
1.0,1.0,1.0,0.7706599848129598,0.20279201622811494,0.38600123692161825,24,100
1.0,1.0,1.0,0.7935939863316639,0.20279201622811494,0.38600123692161825,25,100
1.0,1.0,1.0,0.8142345876984975,0.20279201622811494,0.38600123692161825,26,100
0.0,0.0,1.0,0.7328111289286477,0.20279201622811494,0.38600123692161825,27,100
0.0,0.0,1.0,0.659530016035783,0.20279201622811494,0.38600123692161825,28,100
0.0,0.0,1.0,0.5935770144322047,0.20279201622811494,0.38600123692161825,29,100
1.0,1.0,1.0,0.6342193129889842,0.20279201622811494,0.38600123692161825,30,100
0.0,1.0,0.0,0.6707973816900857,0.20279201622811494,0.38600123692161825,31,100
0.0,1.0,0.0,0.7037176435210771,0.20279201622811494,0.38600123692161825,32,100
1.0,1.0,1.0,0.7333458791689694,0.20279201622811494,0.38600123692161825,33,100
0.0,1.0,0.0,0.7600112912520725,0.20279201622811494,0.38600123692161825,34,100
1.0,0.0,0.0,0.6840101621268652,0.20279201622811494,0.38600123692161825,35,100
1.0,1.0,1.0,0.7156091459141787,0.20279201622811494,0.38600123692161825,36,100
0.0,1.0,0.0,0.7440482313227608,0.20279201622811494,0.38600123692161825,37,100
0.0,0.0,1.0,0.6696434081904847,0.20279201622811494,0.38600123692161825,38,100
0.0,1.0,0.0,0.7026790673714363,0.20279201622811494,0.38600123692161825,39,100
1.0,0.0,0.0,0.6324111606342926,0.20279201622811494,0.38600123692161825,40,100
0.0,1.0,0.0,0.6691700445708634,0.20279201622811494,0.38600123692161825,41,100
1.0,1.0,1.0,0.702253040113777,0.20279201622811494,0.38600123692161825,42,100
1.0,1.0,1.0,0.7320277361023992,0.20279201622811494,0.38600123692161825,43,100
1.0,1.0,1.0,0.7588249624921594,0.20279201622811494,0.38600123692161825,44,100
0.0,0.0,1.0,0.6829424662429434,0.20279201622811494,0.38600123692161825,45,100
0.0,1.0,0.0,0.7146482196186491,0.20279201622811494,0.38600123692161825,46,100
0.0,1.0,0.0,0.7431833976567842,0.20279201622811494,0.38600123692161825,47,100
0.0,1.0,0.0,0.7688650578911058,0.20279201622811494,0.38600123692161825,48,100
1.0,1.0,1.0,0.7919785521019952,0.20279201622811494,0.38600123692161825,49,100
0.0,0.0,1.0,0.7127806968917957,0.20279201622811494,0.38600123692161825,50,100
0.0,1.0,0.0,0.7415026272026162,0.20279201622811494,0.38600123692161825,51,100
1.0,1.0,1.0,0.7673523644823546,0.20279201622811494,0.38600123692161825,52,100
1.0,1.0,1.0,0.7906171280341191,0.20279201622811494,0.38600123692161825,53,100
1.0,1.0,1.0,0.8115554152307072,0.20279201622811494,0.38600123692161825,54,100
1.0,0.0,0.0,0.7303998737076365,0.20279201622811494,0.38600123692161825,55,100
1.0,1.0,1.0,0.7573598863368728,0.20279201622811494,0.38600123692161825,56,100
1.0,1.0,1.0,0.7816238977031855,0.20279201622811494,0.38600123692161825,57,100
0.0,1.0,0.0,0.803461507932867,0.20279201622811494,0.38600123692161825,58,100
0.0,1.0,0.0,0.8231153571395803,0.20279201622811494,0.38600123692161825,59,100
1.0,0.0,0.0,0.7408038214256223,0.20279201622811494,0.38600123692161825,60,100
1.0,0.0,0.0,0.6667234392830601,0.20279201622811494,0.38600123692161825,61,100
0.0,1.0,0.0,0.7000510953547541,0.20279201622811494,0.38600123692161825,62,100
0.0,0.0,1.0,0.6300459858192786,0.20279201622811494,0.38600123692161825,63,100
1.0,1.0,1.0,0.6670413872373507,0.20279201622811494,0.38600123692161825,64,100
0.0,1.0,0.0,0.7003372485136157,0.20279201622811494,0.38600123692161825,65,100
1.0,1.0,1.0,0.7303035236622542,0.20279201622811494,0.38600123692161825,66,100
1.0,0.0,0.0,0.6572731712960287,0.20279201622811494,0.38600123692161825,67,100
1.0,0.0,0.0,0.5915458541664258,0.20279201622811494,0.38600123692161825,68,100
1.0,1.0,1.0,0.6323912687497832,0.20279201622811494,0.38600123692161825,69,100
1.0,1.0,1.0,0.6691521418748049,0.20279201622811494,0.38600123692161825,70,100
1.0,1.0,1.0,0.7022369276873244,0.20279201622811494,0.38600123692161825,71,100
1.0,1.0,1.0,0.7320132349185919,0.20279201622811494,0.38600123692161825,72,100
0.0,1.0,0.0,0.7588119114267328,0.20279201622811494,0.38600123692161825,73,100
0.0,1.0,0.0,0.7829307202840595,0.20279201622811494,0.38600123692161825,74,100
0.0,1.0,0.0,0.8046376482556535,0.20279201622811494,0.38600123692161825,75,100
0.0,0.0,1.0,0.7241738834300881,0.20279201622811494,0.38600123692161825,76,100
1.0,1.0,1.0,0.7517564950870793,0.20279201622811494,0.38600123692161825,77,100
0.0,1.0,0.0,0.7765808455783714,0.20279201622811494,0.38600123692161825,78,100
0.0,1.0,0.0,0.7989227610205343,0.20279201622811494,0.38600123692161825,79,100
1.0,1.0,1.0,0.8190304849184808,0.20279201622811494,0.38600123692161825,80,100
0.0,1.0,0.0,0.8371274364266328,0.20279201622811494,0.38600123692161825,81,100
0.0,1.0,0.0,0.8534146927839695,0.20279201622811494,0.38600123692161825,82,100
1.0,1.0,1.0,0.8680732235055726,0.20279201622811494,0.38600123692161825,83,100
1.0,0.0,0.0,0.7812659011550154,0.20279201622811494,0.38600123692161825,84,100
0.0,1.0,0.0,0.8031393110395139,0.20279201622811494,0.38600123692161825,85,100
0.0,0.0,1.0,0.7228253799355625,0.20279201622811494,0.38600123692161825,86,100
0.0,1.0,0.0,0.7505428419420063,0.20279201622811494,0.38600123692161825,87,100
1.0,1.0,1.0,0.7754885577478057,0.20279201622811494,0.38600123692161825,88,100
0.0,1.0,0.0,0.7979397019730251,0.20279201622811494,0.38600123692161825,89,100
0.0,1.0,0.0,0.8181457317757226,0.20279201622811494,0.38600123692161825,90,100
1.0,1.0,1.0,0.8363311585981503,0.20279201622811494,0.38600123692161825,91,100
1.0,1.0,1.0,0.8526980427383353,0.20279201622811494,0.38600123692161825,92,100
0.0,1.0,0.0,0.8674282384645018,0.20279201622811494,0.38600123692161825,93,100
1.0,1.0,1.0,0.8806854146180516,0.20279201622811494,0.38600123692161825,94,100
0.0,1.0,0.0,0.8926168731562465,0.20279201622811494,0.38600123692161825,95,100
